intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1721,Backend Dev,Physics,3.85,0,6.5,3.8,7.0,2.3,3.2,9.5,Mixed,No Preference,Low,Desktop,7,"Python Fundamentals, Machine Learning Basics, Data Visualization, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",69.4,0.69,6.3,Medium,3.3,127,SQL & Databases,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes
INT_1722,Software Engineering,Electrical Engineering,3.46,3,8.0,5.3,4.2,2.5,7.4,9.0,Reading,Night Owl,Medium,Mixed,8,"Python Fundamentals, SQL & Databases, Deep Learning, System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",64.7,0.55,5.5,Medium,4.1,175,Cloud Computing (AWS),Cloud Computing (AWS),Docker & Kubernetes,A/B Testing & Experimentation
INT_1723,Cybersecurity,Information Systems,3.46,1,6.6,2.4,1.1,6.1,4.1,4.8,Mixed,Afternoon,Low,Laptop,1,Cybersecurity Essentials,92.1,0.89,7.1,Low,3.5,143,Python Fundamentals,Python Fundamentals,Git & Version Control,Cloud Computing (AWS)
INT_1724,Data Science,Mathematics,3.52,1,7.0,6.2,9.6,4.4,5.5,7.3,Mixed,Afternoon,High,Laptop,1,Data Visualization,86.2,0.68,6.5,Medium,3.7,93,Deep Learning,Deep Learning,Machine Learning Basics,A/B Testing & Experimentation
INT_1725,Data Science,Business Analytics,2.59,0,4.1,5.8,8.2,5.3,0.1,7.8,Video,Evening,Medium,Tablet,3,"SQL & Databases, Deep Learning, NLP & Text Analytics",100.0,0.49,6.4,Medium,3.6,19,Data Visualization,Data Visualization,Machine Learning Basics,Time Series Analysis
INT_1726,ML Engineering,Business Analytics,3.34,0,3.1,5.4,2.0,0.0,0.9,9.7,Video,No Preference,High,Mixed,1,Deep Learning,64.5,0.49,5.4,Medium,4.4,158,Python Fundamentals,Statistics & Probability,A/B Testing & Experimentation,Git & Version Control
INT_1727,Backend Dev,Cognitive Science,3.88,2,4.9,7.3,7.8,6.4,4.2,9.3,Hands-on Projects,Night Owl,Medium,Mixed,5,"Python Fundamentals, Data Visualization, Docker & Kubernetes, System Design, APIs & Microservices",85.9,0.85,7.4,Low,4.4,14,SQL & Databases,Data Wrangling & Pandas,Git & Version Control,Cloud Computing (AWS)
INT_1728,ML Engineering,Physics,2.95,1,3.9,2.8,6.5,6.2,4.8,4.8,Hands-on Projects,Morning,High,Mixed,3,"Cloud Computing (AWS), System Design, Git & Version Control",46.5,0.7,4.8,Medium,2.8,169,Python Fundamentals,Reinforcement Learning,MLOps Pipelines,NLP & Text Analytics
INT_1729,ML Engineering,Cognitive Science,3.34,1,8.0,5.4,2.9,6.0,2.9,7.0,Mixed,Night Owl,Low,Laptop,6,"SQL & Databases, Machine Learning Basics, Data Visualization, Docker & Kubernetes, Statistics & Probability, Data Wrangling & Pandas",67.0,0.92,6.6,Low,3.6,147,Python Fundamentals,A/B Testing & Experimentation,Reinforcement Learning,NLP & Text Analytics
INT_1730,Data Science,Statistics,3.92,2,2.0,8.5,3.5,4.4,2.4,4.3,Reading,No Preference,High,Laptop,0,,45.4,0.66,4.5,Medium,3.3,42,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1731,Product Management,Information Systems,2.41,0,8.4,8.3,4.7,0.7,2.5,7.5,Mixed,Night Owl,Medium,Mixed,0,,80.5,0.82,6.8,Low,4.0,131,SQL & Databases,SQL & Databases,Business Intelligence & BI Tools,A/B Testing & Experimentation
INT_1732,Product Management,Economics,2.84,2,4.9,10.0,2.6,6.7,3.4,16.4,Peer-learning,Morning,Low,Mixed,6,"SQL & Databases, Docker & Kubernetes, Statistics & Probability, NLP & Text Analytics, Data Wrangling & Pandas, Business Intelligence & BI Tools",75.5,0.7,7.6,Low,4.7,48,Data Visualization,Data Visualization,A/B Testing & Experimentation,System Design
INT_1733,ML Engineering,Cognitive Science,2.69,1,4.8,3.7,7.5,7.6,6.6,12.7,Video,Evening,Medium,Tablet,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Statistics & Probability, MLOps Pipelines, A/B Testing & Experimentation, APIs & Microservices",98.3,0.67,7.7,Low,4.4,111,Machine Learning Basics,Data Wrangling & Pandas,Git & Version Control,System Design
INT_1734,Cybersecurity,Information Systems,2.9,0,5.2,6.1,8.7,10.0,4.6,6.4,Video,Evening,High,Laptop,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, Statistics & Probability, Git & Version Control, APIs & Microservices",77.8,0.69,6.1,Medium,4.6,94,Docker & Kubernetes,Docker & Kubernetes,Data Wrangling & Pandas,Data Visualization
INT_1735,Backend Dev,Business Analytics,3.71,1,6.5,6.3,10.0,5.2,1.3,6.1,Video,Evening,High,Desktop,6,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, System Design, APIs & Microservices",50.6,0.57,4.7,Medium,5.0,152,Python Fundamentals,Python Fundamentals,Git & Version Control,Data Wrangling & Pandas
INT_1736,Data Science,Cognitive Science,3.28,1,6.9,6.2,6.1,3.2,6.2,10.8,Hands-on Projects,Morning,High,Laptop,0,,58.3,0.33,4.8,High,3.7,43,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1737,Backend Dev,Computer Science,3.1,0,4.1,6.0,5.6,1.0,5.7,4.0,Video,Evening,Low,Mixed,3,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes",30.0,0.91,4.8,Medium,4.6,79,Python Fundamentals,APIs & Microservices,Data Wrangling & Pandas,System Design
INT_1738,Product Management,Economics,3.1,1,5.2,3.7,5.7,2.8,7.5,8.1,Mixed,No Preference,Medium,Tablet,1,Business Intelligence & BI Tools,100.0,0.72,7.2,Low,4.7,164,SQL & Databases,SQL & Databases,Data Visualization,Statistics & Probability
INT_1739,Cybersecurity,Cognitive Science,3.9,0,9.8,5.3,8.2,6.2,3.6,8.0,Reading,Evening,Low,Desktop,3,"Python Fundamentals, System Design, APIs & Microservices",75.4,0.9,7.0,Low,3.6,88,SQL & Databases,Cybersecurity Essentials,Docker & Kubernetes,Cloud Computing (AWS)
INT_1740,Backend Dev,Computer Science,2.89,0,4.7,7.0,6.5,8.5,0.9,8.6,Hands-on Projects,Morning,Medium,Tablet,8,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, System Design, NLP & Text Analytics, Data Wrangling & Pandas, APIs & Microservices, Reinforcement Learning",53.8,0.86,6.2,Low,3.4,170,Cloud Computing (AWS),Git & Version Control,Cloud Computing (AWS),Data Visualization
INT_1741,Software Engineering,Statistics,3.61,2,8.4,7.3,1.7,7.6,3.3,6.2,Video,Morning,Low,Desktop,4,"Cloud Computing (AWS), System Design, Frontend Basics (React), Git & Version Control",81.9,0.63,6.0,Medium,4.7,122,Python Fundamentals,Docker & Kubernetes,APIs & Microservices,Data Wrangling & Pandas
INT_1742,Backend Dev,Cognitive Science,3.8,0,6.2,7.9,5.6,4.0,5.3,8.5,Hands-on Projects,No Preference,Medium,Mixed,8,"SQL & Databases, Deep Learning, Data Visualization, Docker & Kubernetes, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",69.9,0.84,6.7,Low,4.1,179,Python Fundamentals,Cloud Computing (AWS),Python Fundamentals,Business Intelligence & BI Tools
INT_1743,Backend Dev,Cognitive Science,3.61,0,9.4,8.8,5.1,4.4,0.4,5.6,Mixed,Evening,Medium,Mixed,2,"Docker & Kubernetes, APIs & Microservices",73.3,0.79,6.2,Low,5.0,134,Python Fundamentals,SQL & Databases,Data Wrangling & Pandas,System Design
INT_1744,Product Management,Bioinformatics,3.23,2,2.9,2.0,4.8,2.0,9.0,11.9,Mixed,Evening,High,Desktop,7,"SQL & Databases, Machine Learning Basics, Cloud Computing (AWS), Statistics & Probability, A/B Testing & Experimentation, Data Wrangling & Pandas, Business Intelligence & BI Tools",75.6,0.53,6.3,Medium,4.5,169,Data Visualization,Data Visualization,Frontend Basics (React),APIs & Microservices
INT_1745,Data Science,Physics,3.81,0,6.0,4.0,3.7,5.6,3.7,8.2,Mixed,Night Owl,Low,Mixed,2,"Deep Learning, Data Wrangling & Pandas",78.8,0.51,5.8,Medium,5.0,98,Data Visualization,Data Visualization,Machine Learning Basics,NLP & Text Analytics
INT_1746,Data Science,Economics,3.5,1,7.0,8.1,4.6,5.5,2.9,8.6,Hands-on Projects,Afternoon,Low,Tablet,8,"Deep Learning, Data Visualization, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Data Wrangling & Pandas, Time Series Analysis, Business Intelligence & BI Tools",49.1,0.7,5.5,Medium,4.2,27,Machine Learning Basics,Machine Learning Basics,SQL & Databases,MLOps Pipelines
INT_1747,Software Engineering,Statistics,3.66,0,6.2,4.1,7.8,4.3,1.8,7.2,Reading,Evening,Medium,Tablet,1,System Design,65.9,0.85,6.4,Low,4.0,97,Python Fundamentals,APIs & Microservices,Python Fundamentals,Data Wrangling & Pandas
INT_1748,Frontend Dev,Computer Science,3.9,1,5.9,6.7,8.5,1.9,4.4,5.6,Video,Morning,Medium,Tablet,4,"Cybersecurity Essentials, Frontend Basics (React), Git & Version Control, APIs & Microservices",73.0,0.7,5.8,Medium,5.0,100,Python Fundamentals,Data Visualization,Python Fundamentals,Data Wrangling & Pandas
INT_1749,Cloud Infrastructure,Statistics,3.08,1,9.8,4.4,3.7,1.0,2.0,7.5,Peer-learning,Morning,Low,Tablet,1,APIs & Microservices,67.8,0.69,5.9,Medium,3.7,146,Python Fundamentals,SQL & Databases,Docker & Kubernetes,Cybersecurity Essentials
INT_1750,Data Engineering,Economics,3.25,1,3.4,6.9,6.9,6.3,5.1,6.4,Peer-learning,Evening,Low,Laptop,3,"System Design, Statistics & Probability, Git & Version Control",85.3,0.57,5.9,Medium,3.3,143,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),MLOps Pipelines
INT_1751,Cybersecurity,Economics,3.22,0,4.4,6.1,7.3,3.1,0.0,7.5,Mixed,Night Owl,High,Desktop,0,,71.0,0.81,6.4,Low,4.3,47,Python Fundamentals,APIs & Microservices,Git & Version Control,Python Fundamentals
INT_1752,Data Science,Physics,3.79,2,4.6,5.0,8.0,5.4,5.2,9.6,Video,No Preference,Low,Mixed,4,"SQL & Databases, Machine Learning Basics, Deep Learning, Data Visualization",56.2,0.71,5.9,Medium,4.2,27,Statistics & Probability,NLP & Text Analytics,Statistics & Probability,A/B Testing & Experimentation
INT_1753,Backend Dev,Computer Science,2.88,0,9.2,6.6,3.1,3.4,6.0,5.1,Mixed,Afternoon,High,Tablet,7,"Python Fundamentals, Deep Learning, Docker & Kubernetes, Frontend Basics (React), Statistics & Probability, MLOps Pipelines, Time Series Analysis",46.9,0.84,5.3,Medium,3.3,153,SQL & Databases,Cloud Computing (AWS),SQL & Databases,Git & Version Control
INT_1754,Data Science,Physics,3.37,3,5.1,8.2,6.3,3.6,4.3,9.4,Hands-on Projects,Morning,Low,Tablet,3,"Data Visualization, Statistics & Probability, A/B Testing & Experimentation",64.1,0.89,6.8,Low,3.8,110,Deep Learning,Deep Learning,Machine Learning Basics,Data Wrangling & Pandas
INT_1755,Product Management,Mathematics,3.38,2,3.9,7.7,3.8,5.8,5.8,2.0,Mixed,No Preference,Medium,Laptop,6,"SQL & Databases, Machine Learning Basics, Deep Learning, Cloud Computing (AWS), Docker & Kubernetes, A/B Testing & Experimentation",72.1,0.63,5.0,Medium,5.0,127,Data Visualization,Data Visualization,Business Intelligence & BI Tools,Statistics & Probability
INT_1756,DevOps,Statistics,3.28,1,5.0,6.3,2.8,5.3,5.1,6.8,Reading,Afternoon,High,Mixed,8,"SQL & Databases, Deep Learning, Cloud Computing (AWS), Cybersecurity Essentials, System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",72.3,0.65,5.8,Medium,3.7,176,Python Fundamentals,Docker & Kubernetes,Python Fundamentals,Reinforcement Learning
INT_1757,Software Engineering,Information Systems,3.88,1,4.6,6.7,5.3,9.3,2.2,9.1,Peer-learning,Night Owl,High,Desktop,2,"Cloud Computing (AWS), Git & Version Control",71.7,0.54,5.8,Medium,3.7,100,Python Fundamentals,SQL & Databases,Data Wrangling & Pandas,System Design
INT_1758,Data Engineering,Business Analytics,3.02,2,10.0,5.2,10.0,4.0,2.6,10.0,Peer-learning,No Preference,Low,Mixed,7,"SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, NLP & Text Analytics, Data Wrangling & Pandas, Time Series Analysis",58.2,0.62,5.7,Medium,3.4,170,Python Fundamentals,Statistics & Probability,MLOps Pipelines,Docker & Kubernetes
INT_1759,Software Engineering,Bioinformatics,3.13,1,3.9,6.9,3.7,10.0,2.3,5.4,Video,Night Owl,Low,Mixed,4,"Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, Time Series Analysis",48.7,0.87,5.6,Low,4.7,50,Python Fundamentals,APIs & Microservices,System Design,Python Fundamentals
INT_1760,Backend Dev,Bioinformatics,3.53,1,5.2,4.1,2.4,1.3,3.7,5.2,Reading,Morning,Low,Tablet,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Data Wrangling & Pandas, Time Series Analysis",59.3,0.81,5.7,Medium,2.6,114,System Design,APIs & Microservices,System Design,Git & Version Control
INT_1761,Software Engineering,Statistics,3.73,0,8.9,5.0,1.0,3.2,7.0,5.7,Mixed,Evening,Low,Mixed,5,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design",62.0,0.36,4.3,High,2.9,29,Frontend Basics (React),Data Wrangling & Pandas,Git & Version Control,APIs & Microservices
INT_1762,Product Management,Information Systems,3.5,2,5.7,4.1,5.0,3.6,7.0,2.5,Mixed,No Preference,Low,Mixed,3,"SQL & Databases, Cybersecurity Essentials, Statistics & Probability",100.0,0.32,5.0,High,3.4,167,Data Visualization,Data Visualization,Business Intelligence & BI Tools,A/B Testing & Experimentation
INT_1763,ML Engineering,Business Analytics,3.01,0,7.2,5.7,7.2,2.0,1.7,6.2,Mixed,Morning,High,Desktop,1,SQL & Databases,69.8,0.65,5.6,Medium,4.6,109,Python Fundamentals,Statistics & Probability,A/B Testing & Experimentation,Data Wrangling & Pandas
INT_1764,Backend Dev,Electrical Engineering,3.06,2,6.3,6.6,3.5,4.7,4.2,11.6,Hands-on Projects,Afternoon,Low,Tablet,2,"Python Fundamentals, NLP & Text Analytics",61.3,0.92,7.1,Low,4.8,175,SQL & Databases,System Design,Data Wrangling & Pandas,APIs & Microservices
INT_1765,Data Science,Electrical Engineering,4.0,3,6.7,5.4,1.3,3.3,2.1,8.2,Hands-on Projects,Afternoon,Low,Laptop,3,"Data Visualization, A/B Testing & Experimentation, Time Series Analysis",85.6,0.78,7.0,Low,4.2,60,Deep Learning,Deep Learning,Machine Learning Basics,Statistics & Probability
INT_1766,Backend Dev,Physics,3.76,2,4.2,6.4,5.7,0.7,4.1,5.9,Reading,Night Owl,Medium,Desktop,8,"SQL & Databases, Deep Learning, Cloud Computing (AWS), Docker & Kubernetes, System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control",79.8,0.56,5.6,Medium,3.7,29,Python Fundamentals,Python Fundamentals,APIs & Microservices,Business Intelligence & BI Tools
INT_1767,Software Engineering,Cognitive Science,3.14,0,7.1,6.5,1.6,3.4,3.9,2.0,Video,Night Owl,High,Desktop,5,"Docker & Kubernetes, System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control",79.2,0.89,6.2,Low,4.0,121,Python Fundamentals,Cloud Computing (AWS),Python Fundamentals,APIs & Microservices
INT_1768,Cybersecurity,Mathematics,3.45,0,7.4,4.4,2.8,5.1,4.5,8.5,Reading,Evening,High,Desktop,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, APIs & Microservices, Time Series Analysis",37.2,0.79,5.3,Medium,4.9,63,Cybersecurity Essentials,Cybersecurity Essentials,System Design,Git & Version Control
INT_1769,Data Engineering,Mathematics,2.96,1,7.8,9.9,3.2,9.6,2.3,8.9,Mixed,Evening,High,Desktop,4,"Data Visualization, Statistics & Probability, MLOps Pipelines, APIs & Microservices",58.4,0.67,5.7,Medium,3.0,130,Python Fundamentals,Git & Version Control,Data Wrangling & Pandas,Business Intelligence & BI Tools
INT_1770,ML Engineering,Cognitive Science,3.72,0,1.1,5.7,3.2,0.7,4.4,5.6,Video,Evening,High,Laptop,7,"Machine Learning Basics, Deep Learning, Docker & Kubernetes, System Design, Statistics & Probability, NLP & Text Analytics, Data Wrangling & Pandas",62.4,0.84,6.0,Low,4.6,98,Python Fundamentals,A/B Testing & Experimentation,Cloud Computing (AWS),SQL & Databases
INT_1771,Data Science,Business Analytics,2.92,0,6.4,3.6,4.8,1.1,3.4,7.5,Reading,Afternoon,High,Mixed,8,"SQL & Databases, Machine Learning Basics, Deep Learning, Data Visualization, NLP & Text Analytics, A/B Testing & Experimentation, Data Wrangling & Pandas, Business Intelligence & BI Tools",73.7,0.93,7.0,Low,5.0,177,Statistics & Probability,Time Series Analysis,Statistics & Probability,APIs & Microservices
INT_1772,Cybersecurity,Statistics,3.01,3,7.3,7.2,4.9,0.3,4.4,2.8,Hands-on Projects,Morning,High,Laptop,2,"Cybersecurity Essentials, APIs & Microservices",78.5,0.68,5.5,Medium,4.7,54,Python Fundamentals,SQL & Databases,Docker & Kubernetes,Cloud Computing (AWS)
INT_1773,Frontend Dev,Mathematics,2.42,0,6.8,2.0,4.3,6.8,5.7,4.0,Reading,Evening,Low,Desktop,8,"Python Fundamentals, Data Visualization, Docker & Kubernetes, System Design, Frontend Basics (React), MLOps Pipelines, Git & Version Control, Reinforcement Learning",68.4,0.26,3.9,High,5.0,93,APIs & Microservices,APIs & Microservices,Cybersecurity Essentials,Cloud Computing (AWS)
INT_1774,DevOps,Business Analytics,3.57,1,2.0,3.7,4.7,3.7,4.2,8.8,Peer-learning,Evening,High,Mixed,2,"Docker & Kubernetes, Cybersecurity Essentials",74.4,0.76,6.6,Low,3.7,149,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),MLOps Pipelines
INT_1775,ML Engineering,Cognitive Science,3.6,0,5.0,6.2,0.8,10.0,2.5,7.9,Hands-on Projects,Night Owl,Medium,Desktop,7,"SQL & Databases, Deep Learning, Cloud Computing (AWS), System Design, Statistics & Probability, NLP & Text Analytics, Git & Version Control",90.2,0.81,7.2,Low,5.0,130,Python Fundamentals,Python Fundamentals,A/B Testing & Experimentation,Data Wrangling & Pandas
INT_1776,DevOps,Mathematics,3.97,2,8.2,6.1,10.0,2.2,0.2,6.9,Peer-learning,Evening,Low,Mixed,1,Git & Version Control,71.8,0.7,6.0,Medium,3.4,94,Python Fundamentals,Python Fundamentals,APIs & Microservices,System Design
INT_1777,ML Engineering,Bioinformatics,3.29,1,7.2,6.6,0.0,4.8,6.6,8.6,Video,No Preference,High,Tablet,1,Statistics & Probability,36.5,0.72,5.1,Medium,5.0,79,Python Fundamentals,Machine Learning Basics,NLP & Text Analytics,Deep Learning
INT_1778,Backend Dev,Statistics,2.96,0,7.1,6.4,3.1,1.8,4.5,8.3,Mixed,Night Owl,Medium,Laptop,7,"Python Fundamentals, Cloud Computing (AWS), MLOps Pipelines, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",69.6,0.88,6.8,Low,4.3,112,SQL & Databases,Docker & Kubernetes,System Design,SQL & Databases
INT_1779,ML Engineering,Computer Science,3.27,1,10.0,6.4,5.2,6.7,6.5,8.2,Peer-learning,Afternoon,Low,Mixed,3,"SQL & Databases, A/B Testing & Experimentation, Data Wrangling & Pandas",83.9,0.61,6.3,Medium,4.5,176,Python Fundamentals,MLOps Pipelines,Deep Learning,Reinforcement Learning
INT_1780,Software Engineering,Bioinformatics,3.23,0,3.7,6.7,3.9,4.0,2.0,2.0,Video,Night Owl,Medium,Tablet,0,,62.0,0.68,4.8,Medium,5.0,115,Python Fundamentals,SQL & Databases,Frontend Basics (React),APIs & Microservices
INT_1781,Data Engineering,Mathematics,3.3,3,7.1,7.2,5.0,6.3,3.8,8.9,Video,No Preference,Low,Laptop,5,"SQL & Databases, Docker & Kubernetes, System Design, Statistics & Probability, MLOps Pipelines",73.1,0.91,7.1,Low,4.8,143,Python Fundamentals,Business Intelligence & BI Tools,Data Visualization,APIs & Microservices
INT_1782,Product Management,Computer Science,3.42,1,6.1,3.4,3.5,7.2,0.0,5.3,Video,Afternoon,High,Tablet,1,Data Visualization,57.0,0.93,6.0,Low,4.4,179,SQL & Databases,SQL & Databases,Business Intelligence & BI Tools,A/B Testing & Experimentation
INT_1783,DevOps,Physics,3.31,0,5.6,6.0,6.8,5.1,3.4,4.8,Hands-on Projects,Evening,High,Desktop,0,,82.2,0.48,5.3,Medium,4.9,93,Python Fundamentals,Python Fundamentals,Git & Version Control,System Design
INT_1784,Frontend Dev,Economics,3.29,0,8.4,2.5,4.1,5.0,4.7,3.0,Reading,No Preference,High,Desktop,7,"Python Fundamentals, Machine Learning Basics, Data Visualization, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",71.2,0.7,5.4,Medium,4.8,25,SQL & Databases,NLP & Text Analytics,MLOps Pipelines,Reinforcement Learning
INT_1785,Backend Dev,Physics,2.92,1,6.2,3.5,4.9,5.5,3.2,6.7,Peer-learning,Evening,Medium,Mixed,3,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes",66.5,0.69,5.7,Medium,5.0,79,Python Fundamentals,System Design,Data Wrangling & Pandas,Git & Version Control
INT_1786,Frontend Dev,Bioinformatics,3.34,0,4.8,7.2,5.8,3.0,3.9,7.3,Reading,Night Owl,Low,Laptop,2,"Cloud Computing (AWS), Git & Version Control",100.0,0.78,7.3,Low,4.4,133,Python Fundamentals,Frontend Basics (React),Python Fundamentals,Data Visualization
INT_1787,Frontend Dev,Bioinformatics,3.13,0,0.8,2.1,3.5,2.1,0.0,11.0,Video,Evening,Medium,Mixed,5,"Python Fundamentals, Data Visualization, Cybersecurity Essentials, Frontend Basics (React), A/B Testing & Experimentation",76.7,0.74,6.9,Low,2.9,26,Git & Version Control,APIs & Microservices,Git & Version Control,SQL & Databases
INT_1788,Product Management,Physics,3.3,0,6.2,6.6,8.1,4.9,4.8,6.6,Hands-on Projects,Evening,Medium,Mixed,7,"Python Fundamentals, SQL & Databases, Data Visualization, Cybersecurity Essentials, Statistics & Probability, A/B Testing & Experimentation, APIs & Microservices",76.1,0.9,6.8,Low,3.8,60,Business Intelligence & BI Tools,Business Intelligence & BI Tools,Reinforcement Learning,Deep Learning
INT_1789,Cybersecurity,Business Analytics,3.24,0,4.8,5.0,3.4,7.0,3.4,7.5,Reading,No Preference,Medium,Laptop,1,Cloud Computing (AWS),50.1,0.91,6.1,Low,4.4,59,Python Fundamentals,System Design,Python Fundamentals,APIs & Microservices
INT_1790,Product Management,Business Analytics,2.93,1,10.0,5.8,2.3,4.6,4.5,2.8,Reading,Night Owl,Medium,Desktop,8,"SQL & Databases, Data Visualization, Docker & Kubernetes, System Design, Statistics & Probability, A/B Testing & Experimentation, Git & Version Control, Time Series Analysis",58.6,0.33,3.6,High,3.9,109,Business Intelligence & BI Tools,Business Intelligence & BI Tools,Deep Learning,NLP & Text Analytics
INT_1791,Data Engineering,Economics,3.39,0,4.9,3.3,4.1,0.3,4.1,3.7,Peer-learning,Night Owl,Low,Mixed,0,,87.2,0.26,4.5,High,3.9,23,Python Fundamentals,APIs & Microservices,Data Visualization,Python Fundamentals
INT_1792,Cloud Infrastructure,Bioinformatics,2.94,2,2.1,5.9,5.0,1.0,3.8,8.0,Video,Afternoon,High,Laptop,1,Python Fundamentals,75.9,0.67,6.2,Medium,3.5,74,SQL & Databases,SQL & Databases,Cloud Computing (AWS),Cybersecurity Essentials
INT_1793,Software Engineering,Business Analytics,3.28,1,3.0,9.5,2.6,8.1,1.5,7.4,Video,Night Owl,Medium,Tablet,5,"SQL & Databases, Cloud Computing (AWS), System Design, NLP & Text Analytics, MLOps Pipelines",60.6,0.5,5.0,Medium,4.7,72,Python Fundamentals,Git & Version Control,APIs & Microservices,Python Fundamentals
INT_1794,DevOps,Information Systems,3.23,1,7.1,6.4,0.9,4.3,4.9,10.1,Peer-learning,Morning,High,Desktop,5,"Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, System Design, APIs & Microservices",76.8,0.76,6.9,Low,4.6,99,Python Fundamentals,MLOps Pipelines,Python Fundamentals,Git & Version Control
INT_1795,Backend Dev,Bioinformatics,3.63,1,5.6,5.6,3.5,0.9,2.2,8.3,Reading,No Preference,High,Desktop,6,"Python Fundamentals, SQL & Databases, Deep Learning, Docker & Kubernetes, System Design, Git & Version Control",59.8,0.62,5.5,Medium,4.3,37,Cloud Computing (AWS),APIs & Microservices,Data Wrangling & Pandas,Cloud Computing (AWS)
INT_1796,Backend Dev,Bioinformatics,3.86,0,4.6,7.1,4.7,4.8,5.3,3.5,Mixed,No Preference,Medium,Laptop,1,Time Series Analysis,43.5,0.29,3.1,High,5.0,122,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),Git & Version Control
INT_1797,Data Science,Economics,3.75,0,3.8,6.1,6.8,3.3,1.8,7.9,Video,Night Owl,Low,Tablet,4,"SQL & Databases, Machine Learning Basics, Deep Learning, NLP & Text Analytics",70.6,0.5,5.4,Medium,3.5,116,Data Visualization,Data Visualization,Time Series Analysis,A/B Testing & Experimentation
INT_1798,Frontend Dev,Cognitive Science,2.83,1,0.8,3.3,5.2,7.4,2.9,7.6,Video,No Preference,Medium,Desktop,0,,84.3,0.55,6.0,Medium,4.1,160,Python Fundamentals,Frontend Basics (React),APIs & Microservices,Python Fundamentals
INT_1799,Cloud Infrastructure,Electrical Engineering,3.73,0,8.8,2.7,8.1,1.7,5.3,9.3,Hands-on Projects,Night Owl,Low,Laptop,6,"SQL & Databases, Docker & Kubernetes, Cybersecurity Essentials, Statistics & Probability, MLOps Pipelines, Time Series Analysis",68.1,0.63,6.0,Medium,3.9,107,Python Fundamentals,Cloud Computing (AWS),Git & Version Control,System Design
INT_1800,Data Science,Economics,3.28,1,5.6,6.1,7.2,3.2,5.1,5.8,Video,Morning,Medium,Mixed,5,"Machine Learning Basics, Data Visualization, Statistics & Probability, NLP & Text Analytics, Data Wrangling & Pandas",66.3,0.91,6.4,Low,5.0,73,Deep Learning,Deep Learning,Time Series Analysis,A/B Testing & Experimentation
INT_1801,Cloud Infrastructure,Physics,3.4,1,5.5,4.9,4.7,6.9,0.6,6.3,Hands-on Projects,Afternoon,High,Tablet,3,"SQL & Databases, Git & Version Control, APIs & Microservices",59.3,0.85,6.0,Low,4.6,140,Python Fundamentals,Python Fundamentals,System Design,MLOps Pipelines
INT_1802,DevOps,Information Systems,3.01,1,7.4,6.6,1.5,2.0,4.4,6.2,Peer-learning,Afternoon,Low,Desktop,2,"Python Fundamentals, APIs & Microservices",58.1,0.7,5.4,Medium,5.0,111,SQL & Databases,Cybersecurity Essentials,Docker & Kubernetes,Cloud Computing (AWS)
INT_1803,Software Engineering,Bioinformatics,2.97,3,6.3,5.6,4.7,5.7,0.5,10.2,Peer-learning,Morning,Medium,Tablet,4,"SQL & Databases, Docker & Kubernetes, Frontend Basics (React), Reinforcement Learning",65.8,0.61,6.0,Medium,5.0,178,Python Fundamentals,APIs & Microservices,Python Fundamentals,Git & Version Control
